userId,churned,total_workouts,sport_diversity,overall_avg_hr,total_active_minutes,avg_workout_duration,home_lat,home_lon
69,0,78,3,138.66443589743588,6428.55,82.41730769230769,55.24010824039578,11.763725923374295
2358,0,422,6,140.50197630331755,21509.566666666666,50.970537124802526,55.64503010362387,12.635269844904542
3808,1,170,3,138.1502117647059,16823.666666666668,98.96274509803922,41.88074195757508,-87.62078052386642
4101,1,63,3,134.29444444444442,4658.066666666667,73.93756613756614,55.480868333,9.976205
4434,1,486,3,126.86892592592594,37992.35,78.17355967078188,55.6590143032372,12.589365178719165
5197,1,143,4,122.12086713286713,9970.9,69.72657342657342,47.714416,12.552013
5703,0,45,4,150.64466666666667,3504.4166666666665,77.87592592592593,55.04173072054982,10.6124026235193
5844,1,232,5,114.34716379310345,18353.35,79.1092672413793,55.81950788386166,11.497993106022475
13653,0,326,2,159.35627607361963,23644.833333333332,72.530163599182,55.52220110781491,9.46093230508268
16786,1,241,2,143.46320331950207,17121.95,71.0454356846473,55.4562629,10.6630589
22260,1,65,1,153.51944615384613,9187.816666666666,141.35102564102561,56.150561,10.19931
28064,0,373,2,119.65291152815013,44737.73333333333,119.9403038427167,-34.076279,18.87427
34269,0,447,4,134.79568680089486,31189.13333333333,69.77434750186427,64.142414778471,-21.88431761227548
43169,0,27,2,157.68674074074076,2929.15,108.48703703703704,56.50255738757551,8.396615758538246
43462,1,5,4,135.20319999999998,672.1499999999999,134.42999999999998,57.62943444773555,13.291957760229709
50404,1,25,3,130.07399999999998,1003.9333333333334,40.157333333333334,55.71083307266235,37.61268105357885
56291,0,448,5,140.70368303571428,23857.65,53.25368303571429,55.92624194920063,12.340723229572175
56331,0,222,5,149.16258558558556,19975.183333333334,89.9783033033033,38.69548950344324,-0.4876586236059665
58536,0,437,8,142.50951487414187,39112.083333333336,89.50133485888635,55.76212277635932,12.46072567999363
65350,1,24,1,137.35524999999998,2733.8,113.90833333333335,56.19500088505447,10.246363067999482
65547,1,598,4,139.29551839464884,67136.8,112.26889632107024,56.23552076518536,9.087611809372902
68009,0,401,3,142.965216957606,20015.616666666665,49.914256026600164,56.23635593801737,10.23599079810083
68129,1,233,6,143.35412875536483,18824.88333333333,80.79349070100142,55.52203497849405,9.458306590095162
69228,1,5,1,157.8172,795.45,159.09,56.13916374742985,10.206864438951015
71988,1,38,2,151.4021052631579,2416.4666666666667,63.59122807017544,55.17474498599768,11.972632622346282
74718,1,50,3,136.98368,4062.9333333333334,81.25866666666667,55.66322822123766,12.52062477171421
80101,0,215,3,155.25312558139535,10537.433333333332,49.01131782945736,55.66123718395829,11.570666637271644
80118,1,206,5,121.09893203883496,12383.466666666667,60.11391585760518,50.3628945350647,18.836317313835025
80466,0,110,2,146.48363636363638,11138.6,101.26,51.8991688080132,21.626472249627117
81753,1,189,1,164.89645502645502,16041.833333333334,84.87742504409171,50.0384256,21.9811312
82119,1,198,3,143.4140202020202,17533.983333333334,88.55547138047139,53.83361684158445,-2.9924188926815987
90592,0,47,1,136.63936170212767,5605.35,119.26276595744682,50.343988398090005,18.226640140637755
95439,0,155,2,124.62020645161292,18987.25,122.4983870967742,57.2681522089988,9.956948272883892
96628,1,57,2,149.2235438596491,4374.1,76.73859649122808,28.227474885061383,-13.99208229035139
104216,1,31,2,153.24883870967741,2061.8333333333335,66.51075268817205,64.12043608725071,-21.853645127266645
109975,1,18,3,161.15733333333333,1201.8,66.76666666666667,52.39827107638121,16.980493292212486
114073,1,260,4,149.67357692307692,16039.15,61.68903846153846,52.01552772894502,-2.1331999730318785
118377,1,30,3,144.76513333333332,2736.65,91.22166666666666,55.60110901482403,13.428893918171523
126114,1,160,6,123.55519999999999,12944.533333333333,80.90333333333334,56.10696542076767,10.142733491957188
126898,0,366,8,137.27703825136612,40101.066666666666,109.56575591985428,59.46241082623601,24.832079485058784
127185,1,89,2,145.1685393258427,7921.8,89.00898876404494,52.18336000107229,-1.7268542759120464
127432,1,227,4,148.25191189427312,26554.4,116.9797356828194,56.485894080251455,8.301855158060789
136171,1,148,4,142.85918918918918,10668.766666666666,72.08626126126126,40.423048,-3.5449306
139383,1,465,4,138.00673548387095,68185.78333333333,146.63609318996413,55.450606,11.54227
139442,0,33,3,147.6772121212121,3423.0,103.72727272727273,55.79007967,9.69502483
140314,1,52,1,145.94423076923078,3520.8333333333335,67.70833333333334,52.2988617,16.2040573
141794,1,43,3,153.44525581395348,4916.633333333333,114.34031007751938,52.97885080799461,-1.181610468775034
147750,0,27,2,152.8885185185185,2637.9833333333336,97.70308641975309,55.60975243337453,12.974794171750546
150436,1,265,7,148.20043773584905,20122.85,75.93528301886792,21.27520035021007,-157.82494543120265
158177,1,4,1,163.89600000000002,284.6166666666667,71.15416666666667,41.64684059098363,-73.86267176829278
159106,1,397,3,146.6829571788413,47695.98333333333,120.14101595298068,55.23771,10.730441
171814,1,581,8,141.70260929432013,65508.53333333333,112.75134825014344,60.78006989322603,10.689215222373605
174288,1,29,4,135.28337931034483,1815.4333333333334,62.60114942528736,58.5582862,8.957207
182042,1,142,3,142.19760563380282,10746.199999999999,75.6774647887324,39.086129,-94.581773
185036,1,6,1,154.155,304.3833333333333,50.730555555555554,55.7422299,12.4090648
195134,1,7,1,132.8357142857143,691.7166666666667,98.81666666666668,51.54448631219566,-2.5516437739133835
196571,0,177,4,143.48237288135593,11290.15,63.78615819209039,46.409739553928375,20.317572858184576
196781,1,100,2,167.8208,5687.55,56.8755,56.929998,8.337201
200833,1,47,1,133.87059574468086,2718.8166666666666,57.84716312056737,52.02782087959349,8.537246659398079
203045,1,231,3,141.6798961038961,16809.433333333334,72.76810966810967,43.64155685529113,-116.40074838884176
212295,0,624,9,134.3232628205128,60442.566666666666,96.86308760683761,47.71661102771759,16.221103258430958
217473,0,320,5,136.49046249999998,26038.333333333332,81.36979166666666,61.16134196519852,10.70966999977827
221371,0,73,2,138.4855616438356,2583.1833333333334,35.38607305936073,53.77646801993251,-9.639823995530604
226851,1,19,1,145.78052631578947,1284.2833333333333,67.5938596491228,51.82561048306525,-2.2701782919466496
229190,1,79,1,148.8478481012658,5426.9,68.69493670886075,1.3828187249600887,103.84647882543504
240120,0,553,3,135.2789439421338,47854.61666666667,86.53637733574443,32.86076607182622,-96.68633359484376
244128,0,6,1,151.13199999999998,510.45,85.075,17.741180928424,-88.02455817349255
260784,0,368,3,142.99129347826087,34591.166666666664,93.99773550724638,55.57791846804321,9.727887120097876
277072,0,314,4,140.45108917197453,13119.966666666667,41.78333333333333,37.29533457197249,127.11512549780308
279317,1,38,5,136.88957894736842,2228.65,58.64868421052632,55.769941,12.608582
280024,1,52,1,168.27930769230767,1829.2166666666667,35.17724358974359,56.099031,10.219152
283321,1,147,6,148.75025850340137,9519.1,64.75578231292518,49.344604359939694,2.642048466950655
284803,1,10,1,152.14079999999998,888.4333333333333,88.84333333333333,1.3112668599933386,103.79727479070424
304412,1,2,2,152.91,131.76666666666665,65.88333333333333,59.364195,13.5037591
324779,1,231,3,151.67318614718616,20237.216666666667,87.60699855699856,32.73407679051161,35.21015603095293
331586,0,516,11,149.2408953488372,37276.666666666664,72.24160206718346,18.533500861376524,73.88774363324046
334217,1,32,3,140.04137500000002,2321.983333333333,72.56197916666666,52.6623256,-0.6322042
336611,0,153,3,146.8199346405229,11902.1,77.79150326797385,55.835903473198414,12.088185455650091
337104,0,131,6,148.31120610687023,14131.5,107.87404580152672,54.69489871524274,25.300883101299405
338866,1,91,1,137.30085714285715,10680.183333333332,117.36465201465201,37.63209806755185,126.53172341175376
340439,1,149,3,132.0508322147651,23044.616666666665,154.66185682326622,60.28158344328404,24.999335166066885
342794,1,87,2,150.5376091954023,9354.916666666666,107.52777777777777,59.13188765756786,10.214273370802402
355088,1,92,2,139.90891304347826,6588.883333333333,71.61829710144927,55.8062137,12.3556084
367324,1,110,3,137.14901818181818,8053.983333333334,73.2180303030303,55.77079595066607,12.490880331024528
